tau,ell,EE,TE,TT
0.0682,38,0.9201312873433678,-5.870175241624824e-17,9.443958533855942e-13
0.0735,38,0.9107413113781616,-5.742608434202171e-17,9.356150284187346e-13
0.0787,38,0.901547159267774,-5.564875443112406e-17,9.271601084053378e-13
0.084,38,0.8924555085538054,-5.010786404924505e-17,9.18673879121042e-13
0.0893,38,0.8841646777330139,-4.3711204361126647e-17,9.103719149042604e-13
0.0945,38,0.8766601948419986,-3.3998985565533343e-17,9.023306299231836e-13
0.0998,38,0.8700389743093158,-2.5117632472275813e-17,8.942986079344543e-13
0.105,38,0.8640796312650685,-1.5494205781969038e-17,8.865754397890399e-13
0.1103,38,0.8585903794985211,-8.37451151486296e-18,8.788515186655334e-13
0.1156,38,0.8532849105185373,-2.3390276891427457e-18,8.712501824644868e-13
0.1208,38,0.8479509422845696,1.3906625788601448e-18,8.639552973405792e-13
0.1261,38,0.8423999710558036,1.3142804094425093e-18,8.566523436846252e-13
0.0261,39,1.0,-1.3636721736133462e-16,9.762511332721741e-13
0.0314,39,0.9896635798653387,-1.359472317299813e-16,9.664376914169457e-13
0.0366,39,0.9794925057443823,-1.3531171827165556e-16,9.57006956676443e-13
0.0419,39,0.969226478883267,-1.36779002734765e-16,9.47579166914387e-13
0.0472,39,0.9590974106882866,-1.3410733686889235e-16,9.38319762505943e-13
0.0524,39,0.9492148357585496,-1.3070201505225234e-16,9.294102757705225e-13
0.0561,39,0.9423655925544416,-1.266862708212667e-16,9.231732590102608e-13
0.0629,39,0.9297141901040137,-1.2158425029064172e-16,9.11923298772801e-13
0.0682,39,0.9201757494876935,-1.1911393757736907e-16,9.03353525350604e-13
0.0735,39,0.9107669340272163,-1.1760588537293626e-16,8.949436081903367e-13
0.0787,39,0.9015360737378022,-1.164903497464238e-16,8.868484993130609e-13
0.084,39,0.8923544293357987,-1.1260189931281552e-16,8.787217685872307e-13
0.0893,39,0.883701307009478,-1.0769906957298615e-16,8.70770901313794e-13
0.0945,39,0.8755631584306308,-9.877513273121895e-17,8.63065819583866e-13
0.0998,39,0.8681311666991575,-8.998937082375105e-17,8.55367901226745e-13
0.105,39,0.861519808602766,-7.924096586253035e-17,8.479616068427345e-13
0.1103,39,0.8557196435334895,-6.999975050739632e-17,8.405518481874334e-13
0.1156,39,0.850533669403164,-6.122557874667911e-17,8.332577602435296e-13
0.1208,39,0.8457227012579492,-5.390338590003816e-17,8.262545833022196e-13
0.1261,39,0.8409472767552527,-5.010007127251641e-17,8.1924473117729e-13
0.0261,40,1.0,-2.0150420345442787e-16,9.351707175040238e-13
0.0314,40,0.9896882311581813,-2.0008442133870944e-16,9.25752721543873e-13
0.0366,40,0.9795664592308327,-1.9880827818385571e-16,9.167051046357716e-13
0.0419,40,0.9692954235230047,-1.9929669185220863e-16,9.076618768419625e-13
0.0472,40,0.9591848592946339,-1.9721374254989624e-16,8.987817172446903e-13
0.0524,40,0.9492900070227226,-1.9428415611675103e-16,8.902352542208679e-13
0.0561,40,0.9424455656740631,-1.899816223738119e-16,8.842497633456735e-13
0.0629,40,0.9297905163692632,-1.8263010758734894e-16,8.734531019693706e-13
0.0682,40,0.9202189367395069,-1.7883884893973786e-16,8.652317848872724e-13
0.0735,40,0.9107970347005268,-1.764866172767387e-16,8.571654658304845e-13
0.0787,40,0.9015887784536221,-1.7538694888694244e-16,8.494037094100794e-13
0.084,40,0.8923817523768801,-1.7260397568388724e-16,8.416112698996556e-13
0.0893,40,0.8834799704846985,-1.6904380390667062e-16,8.339875465951994e-13
0.0945,40,0.8748390164194091,-1.6136053385590736e-16,8.265971734297863e-13
0.0998,40,0.8667058595378939,-1.5330765610437327e-16,8.192119986453957e-13
0.105,40,0.8594310302841529,-1.4243736401250972e-16,8.121030169547737e-13
0.1103,40,0.8531416035538233,-1.3209094528443462e-16,8.049876713856107e-13
0.1156,40,0.8477616245388514,-1.2146093650147075e-16,7.979810128512495e-13
0.1208,40,0.8430850726433109,-1.1140187224018447e-16,7.912505830439857e-13
0.1261,40,0.8387074915144749,-1.0428901291110692e-16,7.845131912613296e-13
0.0261,41,1.0,-2.655914683328951e-16,8.969050144605665e-13
0.0314,41,0.9896778348745202,-2.630544017143398e-16,8.878556803408725e-13
0.0366,41,0.9795986246351862,-2.611463137227959e-16,8.791650602561522e-13
0.0419,41,0.9693351569399857,-2.607837340480756e-16,8.704802629502664e-13
0.0472,41,0.9592201158453411,-2.5875688028986177e-16,8.619533156814084e-13
0.0524,41,0.9493320560839634,-2.5608623708176614e-16,8.537460142348274e-13
0.0561,41,0.9424897156044816,-2.520316021063962e-16,8.479959045368569e-13
0.0629,41,0.9298511585789604,-2.4347530512148263e-16,8.376222429686493e-13
0.0682,41,0.9202399711410646,-2.3829648424449015e-16,8.297240148020619e-13
0.0735,41,0.9107986793053793,-2.345439748058812e-16,8.219761657367802e-13
0.0787,41,0.9016350823097592,-2.327402926309647e-16,8.145229020623723e-13
0.084,41,0.8924075593039713,-2.300697157538396e-16,8.070410642386267e-13
0.0893,41,0.8833766524961512,-2.2734470718548003e-16,7.997222301481358e-13
0.0945,41,0.8744506896116578,-2.2099251365940624e-16,7.926268819721356e-13
0.0998,41,0.8658906764180903,-2.140926415773617e-16,7.855352646119412e-13
0.105,41,0.8580848426702109,-2.0398804864512392e-16,7.787063277642992e-13
0.1103,41,0.8512003231152627,-1.9366647289469775e-16,7.718686983612918e-13
0.1156,41,0.8452824695794093,-1.8217049307392803e-16,7.651323365785937e-13
0.1208,41,0.8402191089195847,-1.704925828019683e-16,7.586586262476747e-13
0.1261,41,0.8356802385819815,-1.6103142623028754e-16,7.521761745481054e-13
0.0261,42,1.0,-3.2871451112349614e-16,8.612190646495792e-13
0.0314,42,0.9896402514701179,-3.2503074098043335e-16,8.525144031926785e-13
0.0366,42,0.9795896151430579,-3.2246094823596354e-16,8.441567218838369e-13
0.0419,42,0.9693451340112322,-3.2135164996417673e-16,8.358061164763257e-13
0.0472,42,0.9592118220154217,-3.1894696643115282e-16,8.276082931160524e-13
0.0524,42,0.9493435370070119,-3.162875846085817e-16,8.197178522117317e-13
0.0561,42,0.9424999543213602,-3.1280148887925023e-16,8.14188198271692e-13
0.0629,42,0.9298890372120122,-3.039451306513223e-16,8.042099976133206e-13
0.0682,42,0.9202390455122804,-2.9748209813492414e-16,7.966120171286141e-13
0.0735,42,0.9107755439114414,-2.9203741224839477e-16,7.89159803738224e-13
0.0787,42,0.9016602332134447,-2.8900487632344667e-16,7.819922362778606e-13
0.084,42,0.8924068839373624,-2.85618968213904e-16,7.74798984866717e-13
0.0893,42,0.8833355037486216,-2.8314820692284846e-16,7.67763994846129e-13
0.0945,42,0.8743048871526049,-2.779803273061812e-16,7.609447887013966e-13
0.0998,42,0.8655512777100385,-2.723530580390785e-16,7.541283184350431e-13
0.105,42,0.8573591196414498,-2.635692043211057e-16,7.475629135316019e-13
0.1103,42,0.8498544879539259,-2.5408877874730937e-16,7.40987093127012e-13
0.1156,42,0.8431932602792944,-2.425669070350431e-16,7.345052158365104e-13
0.1208,42,0.8373903142378486,-2.3027521471514976e-16,7.282735432138342e-13
0.1261,42,0.8322766112790488,-2.1939086485559854e-16,7.220303575203575e-13
0.0261,43,1.0,-3.909746422047468e-16,8.279012402660634e-13
0.0314,43,0.989587413423435,-3.862269640638211e-16,8.1951972858679e-13
0.0366,43,0.9795447426850478,-3.8292661925167196e-16,8.11472746221415e-13
0.0419,43,0.9693281585082445,-3.8107824388734837e-16,8.034337601873037e-13
0.0472,43,0.9591762102539794,-3.7806423198389584e-16,7.955430075703214e-13
0.0524,43,0.9493321347150965,-3.752026775601447e-16,7.879485821788786e-13
0.0561,43,0.942483447735386,-3.7232035324701813e-16,7.826254914133903e-13
0.0629,43,0.9299009802022313,-3.6375810992400416e-16,7.730176818611396e-13
0.0682,43,0.9202212228927114,-3.562847594798796e-16,7.656996987073648e-13
0.0735,43,0.9107396210363159,-3.4917232377620383e-16,7.585226085216671e-13
0.0787,43,0.9016629681344389,-3.446483839510115e-16,7.516201199749506e-13
0.084,43,0.8923801669729368,-3.4003763828027473e-16,7.44695153067064e-13
0.0893,43,0.8833189255342067,-3.3723751255474447e-16,7.379240494311712e-13
0.0945,43,0.8742994179266149,-3.329012125718615e-16,7.313626503528742e-13
0.0998,43,0.8654985837823569,-3.2834478066917192e-16,7.248033431451435e-13
0.105,43,0.8570459549876486,-3.210498996380662e-16,7.184853276722597e-13
0.1103,43,0.8489753602296449,-3.128063253414948e-16,7.121556331731359e-13
0.1156,43,0.8415366034499987,-3.0188465356845395e-16,7.059134070659485e-13
0.1208,43,0.8348720410920137,-2.897774428018327e-16,6.999100393977009e-13
0.1261,43,0.8289848551685824,-2.782520503879747e-16,6.9389197312867e-13
0.0261,44,1.0,-4.524731719551631e-16,7.967399135050223e-13
0.0314,44,0.9895305609811719,-4.468565958913349e-16,7.886624950107062e-13
0.0366,44,0.9794690048418018,-4.427177642982343e-16,7.80905789971475e-13
0.0419,44,0.969286866923919,-4.400413201044267e-16,7.731575168503636e-13
0.0472,44,0.9591285710763587,-4.363889079582178e-16,7.655538170659145e-13
0.0524,44,0.9493050864294569,-4.331459947994019e-16,7.582360181635654e-13
0.0561,44,0.942446943086532,-4.306172657643446e-16,7.531066308251632e-13
0.0629,44,0.9298839936715344,-4.226327686866635e-16,7.438466116698616e-13
0.0682,44,0.9201912707249102,-4.145935371481961e-16,7.367909663787498e-13
0.0735,44,0.9107022084525478,-4.061541035612331e-16,7.298708087739596e-13
0.0787,44,0.901642092608907,-4.0013849950028246e-16,7.23214961072049e-13
0.084,44,0.892327817944957,-3.941116311691459e-16,7.165396901228057e-13
0.0893,44,0.8832914906986268,-3.903958335171364e-16,7.10013602645255e-13
0.0945,44,0.874338008238051,-3.86332407232077e-16,7.036922236618738e-13
0.0998,44,0.8655544677572092,-3.823236846472905e-16,6.973725217726845e-13
0.105,44,0.8569494974098801,-3.7629920319361686e-16,6.912861236018506e-13
0.1103,44,0.848441688148949,-3.6926757517647975e-16,6.851870959900271e-13
0.1156,44,0.8403526868956784,-3.5935820785779774e-16,6.791706667078566e-13
0.1208,44,0.8329218746208724,-3.4802694188411935e-16,6.733828202545107e-13
0.1261,44,0.8262650016125285,-3.364997044283516e-16,6.675772543236281e-13
0.0261,45,1.0,-5.132749208339709e-16,7.675360793641977e-13
0.0314,45,0.9894790411191627,-5.07061441064197e-16,7.597458539575389e-13
0.0366,45,0.9793692802326408,-5.019575056721203e-16,7.522608088396985e-13
0.0419,45,0.969224786501645,-4.982955630425438e-16,7.447840280261234e-13
0.0472,45,0.9590807272825099,-4.941301967451032e-16,7.374492447271167e-13
0.0524,45,0.9492684581667516,-4.903628095899174e-16,7.303901178604312e-13
0.0561,45,0.9423966167645061,-4.877259050145208e-16,7.254425474626306e-13
0.0629,45,0.9298377934411244,-4.803306010996701e-16,7.165099250668148e-13
0.0682,45,0.920153297246642,-4.722756201387284e-16,7.097012447850054e-13
0.0735,45,0.9106711600942765,-4.630882238809233e-16,7.030219647320141e-13
0.0787,45,0.9015976708874662,-4.558022708324673e-16,6.965963958661457e-13
0.084,45,0.8922520385021485,-4.484399409723647e-16,6.901539173870611e-13
0.0893,45,0.8832278080691206,-4.4326329965684405e-16,6.838551999321873e-13
0.0945,45,0.8743461056565751,-4.387791069428107e-16,6.77756788571966e-13
0.0998,45,0.8655795467111144,-4.345621471989675e-16,6.716597537286295e-13
0.105,45,0.8569118220150883,-4.2927765490247606e-16,6.657896843974705e-13
0.1103,45,0.8481464985802644,-4.230876052697384e-16,6.599062401799444e-13
0.1156,45,0.8396513799347095,-4.143902495677846e-16,6.541026325506959e-13
0.1208,45,0.8317105196249335,-4.042169621873547e-16,6.485183700455637e-13
0.1261,45,0.8244431925688516,-3.9317897673571724e-16,6.429140132428902e-13
0.0261,46,1.0,-5.7329874962323845e-16,7.40141224052292e-13
0.0314,46,0.9894367336062431,-5.666964228811928e-16,7.326222089428527e-13
0.0366,46,0.9792606255978732,-5.605637047424244e-16,7.253919545441357e-13
0.0419,46,0.969149368295535,-5.558031776900118e-16,7.181692104490193e-13
0.0472,46,0.9590335963300992,-5.512131862589726e-16,7.110864740885582e-13
0.0524,46,0.9492249885346702,-5.468215727977248e-16,7.042694136334791e-13
0.0561,46,0.9423375732371518,-5.436983816954229e-16,6.994925086510441e-13
0.0629,46,0.929772147672997,-5.367849749763309e-16,6.908680483576184e-13
0.0682,46,0.9201096572936771,-5.291106779703946e-16,6.842920297755691e-13
0.0735,46,0.9106428392259288,-5.196804694347747e-16,6.778389628329895e-13
0.0787,46,0.901534476152758,-5.114042013071102e-16,6.716289741685671e-13
0.084,46,0.8921620864730553,-5.028739172843888e-16,6.654039564928771e-13
0.0893,46,0.8831355670054624,-4.95907722464095e-16,6.593167335430329e-13
0.0945,46,0.874317415099739,-4.904583388814585e-16,6.534257178597834e-13
0.0998,46,0.8655550938850464,-4.853985537332785e-16,6.475358039460231e-13
0.105,46,0.8568894459622366,-4.803116799477898e-16,6.418677117822909e-13
0.1103,46,0.8480177883959145,-4.745479507117416e-16,6.361857487927273e-13
0.1156,46,0.8393311928559046,-4.670562762874137e-16,6.305824677729769e-13
0.1208,46,0.8311138965505557,-4.582030555498493e-16,6.251902882564143e-13
0.1261,46,0.823402050371553,-4.479767297012738e-16,6.197763787724116e-13
0.0261,47,1.0,-6.324270291857449e-16,7.14419456580748e-13
0.0314,47,0.9894060857940477,-6.255447443155007e-16,7.071562764878259e-13
0.0366,47,0.979159374106482,-6.184029076463976e-16,7.001656778059302e-13
0.0419,47,0.9690686613458807,-6.125032491754402e-16,6.931812996469412e-13
0.0472,47,0.9589855145690067,-6.074919357951046e-16,6.863348537874543e-13
0.0524,47,0.9491765231177751,-6.024215296894759e-16,6.797445815140539e-13
0.0561,47,0.9422744504885229,-5.985914145335729e-16,6.751278658080633e-13
0.0629,47,0.9296987538351151,-5.919722265431861e-16,6.667932299174648e-13
0.0682,47,0.9200621952995183,-5.8485650029212825e-16,6.604363350016787e-13
0.0735,47,0.9106110801767783,-5.755367030278024e-16,6.541960210641069e-13
0.0787,47,0.9014581710970118,-5.665681581583387e-16,6.48188474169223e-13
0.084,47,0.8920684717140034,-5.570779985753284e-16,6.42167129143282e-13
0.0893,47,0.8830298284390262,-5.482538338399682e-16,6.362774324306723e-13
0.0945,47,0.8742617794090854,-5.415150881057711e-16,6.305799075102236e-13
0.0998,47,0.865491227138823,-5.351877917051851e-16,6.248831537384313e-13
0.105,47,0.8568673177773553,-5.29819174829811e-16,6.194037371410012e-13
0.1103,47,0.8479946857442263,-5.240967611112095e-16,6.13910285990111e-13
0.1156,47,0.8392689509180404,-5.175999900867557e-16,6.084952169007234e-13
0.1208,47,0.8309445025240185,-5.100063492131559e-16,6.032839531786819e-13
0.1261,47,0.8229258792495976,-5.007402538742756e-16,5.980500589852214e-13
0.0261,48,1.0,-6.905421303842693e-16,6.902348859610079e-13
0.0314,48,0.9893894168945137,-6.833896083402965e-16,6.832127731136359e-13
0.0366,48,0.9790809764869983,-6.75341660521291e-16,6.764484293462244e-13
0.0419,48,0.9689902715832798,-6.683348626274372e-16,6.6968853114778e-13
0.0472,48,0.9589349017688445,-6.628205046487785e-16,6.63063732461021e-13
0.0524,48,0.9491248005695097,-6.570619255318222e-16,6.566862975335005e-13
0.0561,48,0.9422116288030223,-6.52461722255494e-16,6.522199703513475e-13
0.0629,48,0.9296286701787968,-6.4586869202677745e-16,6.441577181215461e-13
0.0682,48,0.9200126495792657,-6.39270876752863e-16,6.380071741145726e-13
0.0735,48,0.9105700424235013,-6.302627874650221e-16,6.319673574125874e-13
0.0787,48,0.901374099414794,-6.209180086202825e-16,6.261506740580235e-13
0.084,48,0.8919811285545297,-6.107166233152935e-16,6.203207570413039e-13
0.0893,48,0.8829248271365564,-6.002263656855433e-16,6.146165255479852e-13
0.0945,48,0.8741884930544023,-5.920943396734981e-16,6.09100253508184e-13
0.0998,48,0.8653974935055025,-5.842847485696485e-16,6.035842844194196e-13
0.105,48,0.8568311904825111,-5.78218036048793e-16,5.982812918582906e-13
0.1103,48,0.8480196367770204,-5.721821860768613e-16,5.929645159338297e-13
0.1156,48,0.8393482158983153,-5.662650930358826e-16,5.877259244599573e-13
0.1208,48,0.8310251001232829,-5.596479704188264e-16,5.826847431039848e-13
0.1261,48,0.822810801970631,-5.513168398039782e-16,5.776207619543487e-13
0.0261,49,1.0,-7.475264240815898e-16,6.674516212045146e-13
0.0314,49,0.989388932462588,-7.400142179287582e-16,6.6065641534146e-13
0.0366,49,0.979040080531254,-7.312465095043552e-16,6.541066598861617e-13
0.0419,49,0.9689213991400456,-7.232371031746116e-16,6.475591404794257e-13
0.0472,49,0.9588802533853702,-7.170529521152736e-16,6.411424587464744e-13
0.0524,49,0.9490714604954373,-7.106420055914156e-16,6.349652377231631e-13
0.0561,49,0.9421532521409163,-7.053660235877081e-16,6.306401736985555e-13
0.0629,49,0.9295723696395249,-6.984507076536452e-16,6.228337613450549e-13
0.0682,49,0.9199626604741807,-6.921115970015321e-16,6.168775607654886e-13
0.0735,49,0.9105141809196282,-6.834645855514498e-16,6.110271898656516e-13
0.0787,49,0.9012873099993197,-6.740776199270687e-16,6.053913520248786e-13
0.084,49,0.8919094651897498,-6.634542299743946e-16,5.997421618899713e-13
0.0893,49,0.8828340403569849,-6.51750049901899e-16,5.942132418478517e-13
0.0945,49,0.8741063426807792,-6.423410786423891e-16,5.888676518385625e-13
0.0998,49,0.8652829081852279,-6.3304431178163e-16,5.835216773025536e-13
0.105,49,0.8567675507912943,-6.259261601049885e-16,5.78383907318849e-13
0.1103,49,0.848038143234222,-6.192523752174169e-16,5.732331027856186e-13
0.1156,49,0.839458765523184,-6.13295287204865e-16,5.68159634976702e-13
0.1208,49,0.83118793353038,-6.071490464084131e-16,5.632780363239419e-13
0.1261,49,0.8228638772576635,-5.995537780396359e-16,5.583741957528229e-13
0.0261,50,1.0,-8.03289138061377e-16,6.459440311998713e-13
0.0314,50,0.9894051568609711,-7.952548453067426e-16,6.393622564237635e-13
0.0366,50,0.979045490877023,-7.860085466947083e-16,6.330168866273575e-13
0.0419,50,0.9688677925977066,-7.771566160602354e-16,6.266711915033416e-13
0.0472,50,0.9588213939172482,-7.700828397975683e-16,6.204502273207239e-13
0.0524,50,0.9490180273626363,-7.630864942117666e-16,6.144618371111495e-13
0.0561,50,0.9421018920552167,-7.573477828030605e-16,6.102695845645181e-13
0.0629,50,0.9295363460524968,-7.49715216186125e-16,6.027034073447374e-13
0.0682,50,0.9199133026003911,-7.432152137799372e-16,5.969302912367957e-13
0.0735,50,0.9104403526230097,-7.348506439825911e-16,5.912593689035578e-13
0.0787,50,0.9012020500871749,-7.257440775305993e-16,5.857956624265367e-13
0.084,50,0.8918591392491434,-7.150039392312249e-16,5.803178397370464e-13
0.0893,50,0.8827662999768147,-7.027259099165491e-16,5.749556963334813e-13
0.0945,50,0.874021848645749,-6.923328315653224e-16,5.697716735613967e-13
0.0998,50,0.8651555132429496,-6.817238230570053e-16,5.645863165465405e-13
0.105,50,0.8566674356154413,-6.732801813663447e-16,5.596035855296515e-13
0.1103,50,0.848008966394711,-6.65688666588087e-16,5.546090927637302e-13
0.1156,50,0.8395144539796212,-6.589455914754827e-16,5.49689888898864e-13
0.1208,50,0.8313001183002792,-6.526088683736486e-16,5.449577907190889e-13
0.1261,50,0.8229294346283154,-6.454088746261392e-16,5.402046840429282e-13
