k (h/Mpc),x,omega_b,omega_m,omega_nu,T(k),log10(T(k))
0.02628997688720776,0.2176514776735895,0.0234,0.14333333333333334,0.000856,0.4812041425473782,-0.31767064260043176
0.033080071949740074,0.27386583762699857,0.0234,0.14333333333333334,0.000856,0.39414847573367123,-0.4043401486183762
0.041090666234727964,0.340184560182422,0.0234,0.14333333333333334,0.000856,0.3189767230166524,-0.4962410079593183
0.04786238296421226,0.3962467681821706,0.0234,0.14333333333333334,0.000856,0.2755051234499763,-0.559870320349897
0.05277024346067877,0.4368783402012217,0.0234,0.14333333333333334,0.000856,0.2526125127413773,-0.597545141191836
0.05681456772766538,0.4703608022314226,0.0234,0.14333333333333334,0.000856,0.23749534220722543,-0.6243449034013713
0.06042419674911436,0.5002444759121751,0.0234,0.14333333333333334,0.000856,0.22588398160452614,-0.6461145656596372
0.06379003863963897,0.5281098659895932,0.0234,0.14333333333333334,0.000856,0.21603590961553043,-0.6654740541654285
0.06701302832849487,0.5547926002999288,0.0234,0.14333333333333334,0.000856,0.20708799088600732,-0.6838450852840503
0.07015363981659077,0.5807933356415917,0.0234,0.14333333333333334,0.000856,0.19856793686052054,-0.7020908765290735
0.07325157289579345,0.6064407416973363,0.0234,0.14333333333333334,0.000856,0.19021681238156832,-0.7207511004277356
0.07633479351086407,0.6319663450762546,0.0234,0.14333333333333334,0.000856,0.18190669980583823,-0.7401513051414569
0.07942415827968473,0.6575428151466305,0.0234,0.14333333333333334,0.000856,0.17360165983263548,-0.7604461267821746
0.08253598287050125,0.6833052273145083,0.0234,0.14333333333333334,0.000856,0.16533259119588264,-0.7816415276664994
0.08568356323007763,0.7093636570840496,0.0234,0.14333333333333334,0.000856,0.15717929266531455,-0.80360466996043
0.08887812423293381,0.7358110338076249,0.0234,0.14333333333333334,0.000856,0.1492539108532402,-0.8260742803679104
0.09212943662861396,0.762728248316192,0.0234,0.14333333333333334,0.000856,0.14168540480488637,-0.8486748846795915
0.09544623238559762,0.7901875915003335,0.0234,0.14333333333333334,0.000856,0.1346020624770555,-0.8709482854646293
0.09883649242027501,0.8182551363829726,0.0234,0.14333333333333334,0.000856,0.12811447147123503,-0.8924018107305102
0.10230765066419475,0.8469924275669602,0.0234,0.14333333333333334,0.000856,0.1222990853496289,-0.9125767909530393
0.10586674157720666,0.8764577024781989,0.0234,0.14333333333333334,0.000856,0.11718443269487988,-0.9311300781110938
0.10952050838326445,0.9067067874365102,0.0234,0.14333333333333334,0.000856,0.11274221763859354,-0.9479134268625418
0.11327548337077227,0.9377937624523048,0.0234,0.14333333333333334,0.000856,0.1088852670956566,-0.9630308792149657
0.11713804791202156,0.9697714581201008,0.0234,0.14333333333333334,0.000856,0.10547185427706117,-0.9768634186883132
0.12111447750983508,1.0026918285541362,0.0234,0.14333333333333334,0.000856,0.10232109317443136,-0.9900348286047819
0.12521097565745207,1.0366062317101847,0.0234,0.14333333333333334,0.000856,0.0992357146043904,-1.0033319985700304
0.1294336992961464,1.0715656401460372,0.0234,0.14333333333333334,0.000856,0.09603203680797655,-1.0175838597951234
0.13378877799006744,1.107620799767646,0.0234,0.14333333333333334,0.000856,0.09257226366740384,-1.0335191163480364
0.13828232849477062,1.144822350440193,0.0234,0.14333333333333334,0.000856,0.08879259367284063,-1.0516232578831162
0.14292046610157247,1.183220919906607,0.0234,0.14333333333333334,0.000856,0.0847195984396981,-1.072016111397226
0.1477093139460713,1.222867200851659,0.0234,0.14333333333333334,0.000856,0.08046891898156508,-1.094371832940407
0.1526550113434513,1.2638120199089156,0.0234,0.14333333333333334,0.000856,0.07622425916520531,-1.1179067879140654
0.157763722133113,1.3061064067449084,0.0234,0.14333333333333334,0.000856,0.07219802148539889,-1.1414747036733952
0.1630416439650338,1.3498016709397667,0.0234,0.14333333333333334,0.000856,0.06857891188602785,-1.1638094099420244
0.16849501942900788,1.3949494941248224,0.0234,0.14333333333333334,0.000856,0.06547921617116355,-1.1838965280166005
0.17413014990802156,1.4416020446729974,0.0234,0.14333333333333334,0.000856,0.06289755432897895,-1.2013662410742632
0.17995341302378473,1.4898121221282072,0.0234,0.14333333333333334,0.000856,0.060713555400283434,-1.2167143339939261
0.1859712845336535,1.5396333384872851,0.0234,0.14333333333333334,0.000856,0.05873126180465213,-1.2311306685098276
0.19219036553392607,1.5911203434127137,0.0234,0.14333333333333334,0.000856,0.05671252152553792,-1.2463210428871248
0.19861741582708106,1.6443291004758787,0.0234,0.14333333333333334,0.000856,0.05447148837309936,-1.2638307579489534
0.2052593943244466,1.6993172216457848,0.0234,0.14333333333333334,0.000856,0.05195898033330003,-1.2843393803081389
0.21212350738769373,1.7561443675023214,0.0234,0.14333333333333334,0.000856,0.04927444097018833,-1.3073782941908763
