tau,ell,EE/EE_planck
0.0419,47,1.0284356758728481
0.0472,47,1.0177348160844433
0.0524,47,1.0073249069054921
0.0561,47,1.0
0.0629,47,0.9866538919240695
0.0682,47,0.9764269792336101
0.0735,47,0.966396870577008
0.0787,47,0.9566832366405033
0.084,47,0.9467183061702562
0.0893,47,0.9371259381820431
0.0945,47,0.9278207415640143
0.0998,47,0.9185128883523356
0.105,47,0.909360661676767
0.1103,47,0.8999444750991421
0.1156,47,0.8906841849345706
0.1208,47,0.8818497647826646
0.1261,47,0.8733399051868074
0.0261,48,1.0613326872970053
0.0314,48,1.0500713286158712
0.0366,48,1.039130643856322
0.0419,48,1.0284210489041372
0.0472,48,1.0177489562372175
0.0524,48,1.0073371751686717
0.0561,48,1.0
0.0629,48,0.9866452947092037
0.0682,48,0.9764394977252
0.0735,48,0.9664177500974827
0.0787,48,0.9566577951918211
0.084,48,0.9466887281869945
0.0893,48,0.9370769794660851
0.0945,48,0.9278048225375481
0.0998,48,0.9184746473622877
0.105,48,0.9093829499546956
0.1103,48,0.9000309599811853
0.1156,48,0.8908276975573058
0.1208,48,0.8819941027251066
0.1261,48,0.8732759995924937
0.0261,49,1.0613984484240062
0.0314,49,1.0501358778036747
0.0366,49,1.039151622420787
0.0419,49,1.0284116696920615
0.0472,49,1.0177540131676497
0.0524,49,1.0073429756133627
0.0561,49,1.0
0.0629,49,0.9866466708332186
0.0682,49,0.9764469404353162
0.0735,49,0.9664183388961483
0.0787,49,0.9566249524175242
0.084,49,0.9466713224870856
0.0893,49,0.9370386806508002
0.0945,49,0.9277751158789617
0.0998,49,0.9184099361956126
0.105,49,0.9093717490699156
0.1103,49,0.9001063694331783
0.1156,49,0.8910002312422391
0.1208,49,0.8822215829979013
0.1261,49,0.8733864425854458
0.0261,50,1.0614563121388891
0.0314,50,1.0502103490128454
0.0366,50,1.0392140161625332
0.0419,50,1.0284108340809077
0.0472,50,1.0177470207872714
0.0524,50,1.0073411754776673
0.0561,50,1.0
0.0629,50,0.9866622218799415
0.0682,50,0.976447781665717
0.0735,50,0.9663926591176496
0.0787,50,0.9565866045775391
0.084,50,0.9466695128947596
0.0893,50,0.937017861253882
0.0945,50,0.927736008192331
0.0998,50,0.9183247805134891
0.105,50,0.9093150569378456
0.1103,50,0.900124470130041
0.1156,50,0.8911079163085018
0.1208,50,0.8823887578516365
0.1261,50,0.8735036428311126
